artist;title;year;id;popularity;acousticness;danceability;energy;instrumentalness;mode;tempo;valence;duration_ms;preview_url;genre;language
The Beatles;Get Back;1969;3JzL2n8ofVRV6pZXAMGQ93;59;0.492;0.761;0.592;0.00626;1;;0.332;189386;;Rock;English
The Beatles;The Ballad Of John And Yoko;1969;69zeDbyVmHDSH4GKZD1fv5;54;0.00465;0.651;0.892;2.85e-06;1;;0.962;179480;;Rock;English
Tony Ronald;Take a letter Maria;1969;7dOherIB5FOAgpWfJhkHUK;0;0.0516;0.604;0.809;0.646;1;;0.97;201440;https://p.scdn.co/mp3-preview/c15ac86bcfe482877ca019d0bb443f78259333cb?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Zager & Evans;In The Year 2525;1969;5UVsbUV0Kh033cqsZ5sLQi;47;0.145;0.451;0.62;0.0239;0;;0.5;199653;https://p.scdn.co/mp3-preview/5e4169e9ec9d2be9439ade1d520521e16acba01e?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Karina;Las flechas del amor;1969;5OUUjcCjgt6RU8oM10raCz;34;0.101;0.562;0.655;0;1;;0.964;156943;https://p.scdn.co/mp3-preview/e05f6522e5f3e5647ca5313d990a671d2a7d2916?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Adolfo Celdrán;Bella ciao;1970;0j4m3ElDJfJ2TGDs1ODDOn;34;0.939;0.489;0.294;0;0;;0.522;155106;https://p.scdn.co/mp3-preview/3d1e0190ff3f062da303ab73958157f5062df631?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Spanish
Alacrán;Sticky;1970;1dLdsnNLSTEVEqABlvNaHj;2;0.0307;0.725;0.755;0.677;1;;0.941;237284;https://p.scdn.co/mp3-preview/0c84182a603c5aff2ba8347837d5d3c1918bbd6b?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Alicia y Nubes Grises;Hombre y mujer;1970;5hLHvlVpbXR2eZhwLva1n3;3;0.087;0.531;0.754;2.26e-06;1;;0.88;179706;https://p.scdn.co/mp3-preview/17ee169b43e4c2b540ad12733b1139e1ef6a799d?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Canarios;Free yourself;1970;7p5qOi8c4ouxVWK71u8KON;9;0.0301;0.458;0.702;6.57e-06;1;;0.854;273973;https://p.scdn.co/mp3-preview/e816695a6b88361070e8c8e2dfcbccd984a75d79?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Christie;Yellow River;1970;4VnzKUBMB6cvog8Jvv1few;47;0.0859;0.627;0.544;0;1;;0.877;165960;https://p.scdn.co/mp3-preview/9856f54879171dea0cc2604792afa47e5a763a11?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Conexión;Un mundo sin amor;1970;3B12VdpBs2vK9HKzsVkvzC;1;0.266;0.323;0.526;0.0497;0;;0.488;265346;https://p.scdn.co/mp3-preview/a65a6a711ca76c3ff87c58fe33128e6069a57a0c?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Fórmula V;Tras de ti;1970;6GiTaLBfkrhA3zynPpqJZk;8;0.174;0.598;0.716;0;1;;0.55;201066;https://p.scdn.co/mp3-preview/a597256cf22b2236d8f26df79b906d9689475348?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Joan Manuel Serrat;... De Carton Piedra;1970;2c5JCtbmsFDc2KU6cjX0Zu;34;0.744;0.399;0.445;0;0;;0.559;237960;https://p.scdn.co/mp3-preview/a2f40f799a7f4d60aaa130919df517dd54a02ad5?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Spanish
Joan Manuel Serrat;Como un gorrión;1970;28SL8Lq1FyKYHllXaSxQPs;30;0.812;0.549;0.279;0;1;;0.377;187773;https://p.scdn.co/mp3-preview/c07496e1779afaff9704d31e94caa5599970299a?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Spanish
Joan Manuel Serrat;Conillet de Vellut;1970;78yECvrHmGmhu2JPLtEa3J;12;0.754;0.5;0.498;0;1;;0.775;167440;https://p.scdn.co/mp3-preview/2037e5a633437192fb54d8f3ef7dfb4519e0d2e4?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Catalan
Joan Manuel Serrat;Quasi una dona;1970;5MZz1u0iJvLFcY7s2lvm29;7;0.78;0.551;0.334;0;1;;0.355;188626;https://p.scdn.co/mp3-preview/03e53839b8ec3a11c5cdde378ef38f286f421f11?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Catalan
Joan Manuel Serrat;Señora;1970;1EMgRi3i5fDPqpBJXRnEpG;40;0.48;0.601;0.845;0;1;;0.608;142613;https://p.scdn.co/mp3-preview/eba956959e5ce05993fda6a23a8e6085aa3ab6e8?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Spanish
Juan Ignacio y Pat;El cóndor pasa;1970;24jmKFUqmYtXsFMPmgHsz5;0;0.943;0.607;0.32;0.71;0;;0.459;160400;https://p.scdn.co/mp3-preview/477f1d00902b097d2cfdcec894c8865c05aa1901?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Juan Pardo;Mendigo de amor;1970;7r9aQj3iIMf4aemaceTBMU;9;0.0382;0.417;0.329;0.000796;0;;0.173;173306;https://p.scdn.co/mp3-preview/1bad17ac1c702ce2e8ff8b026d2dfb7d7132be82?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Julián Granados;No te vayas;1970;0x9nmFFj9MqWzoii47e2so;0;0.00109;0.584;0.878;0.00752;1;;0.749;150186;https://p.scdn.co/mp3-preview/5b24cfb4d13a4f5319370ef56a52bf6b3861178e?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Julio Iglesias;Gwendolyne;1970;5lOCkGJeSqXM3zK6vCmmhK;24;0.867;0.264;0.317;4.15e-05;0;;0.314;168160;https://p.scdn.co/mp3-preview/fe027549c0b6cadbf6ed32da439bc8dcd74a9524?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Junior;El tren de las penas mías;1970;4of8Mi1tKTGsd3dXiVTS2m;0;0.329;0.371;0.441;1.79e-06;1;;0.53;185600;https://p.scdn.co/mp3-preview/84c8e8051317ef952e52ea6d4c4b10440088e5a4?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Karina;Colores;1970;7C0YbzFCiEdoe31CWIVgC6;6;0.496;0.337;0.632;1.18e-05;0;;0.684;236936;https://p.scdn.co/mp3-preview/394c9540133a4e4e6e210bec2b0b0741a30d6691?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Karina;Tú y yo;1970;3dGslO2Ha34LfsxSGIKu5y;0;0.0396;0.502;0.705;0.00108;1;;0.902;305800;https://p.scdn.co/mp3-preview/4378fc4c4088b656da7e8d67007adbd66a2c1a0a?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Lluis Llach;L'estaca;1970;6V6p3kX685TlL51aeSgzpa;38;0.948;0.565;0.247;0;0;;0.555;144680;https://p.scdn.co/mp3-preview/7703eb729175effafb328c9a905728ce7ae81249?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Catalan
Lone Star;Lyla;1970;7aHrrXN9eKXUnHdrFEEVKW;9;0.199;0.488;0.545;0.00346;0;;0.642;300930;https://p.scdn.co/mp3-preview/5983e46fcae52bb14b3d357974f39dd99100886f?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Lone Star;Quiero besar otra vez tus labios;1970;4Lt2e1kkELcyeHBm5xc0dR;5;0.354;0.308;0.745;0;1;;0.677;243840;https://p.scdn.co/mp3-preview/a6f7c117995c34db6ce4f4d1ef6f626d6b8e4938?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Ángeles;Mónica;1970;3lCpz3jj96TJDHwncP4UhU;4;0.00599;0.458;0.518;0.15;1;;0.33;256037;https://p.scdn.co/mp3-preview/a093edf101b054b3791d1bb0a18dd4a8000bba1a?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Bravos;People talking around;1970;2kgsWya1kLkikvobMdqKzp;6;0.205;0.443;0.634;0;1;;0.673;197306;https://p.scdn.co/mp3-preview/eb327c639f82faaf6820d059edc00f62bf871854?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Los Brincos;Mundo, Demonio y Carne / World, Evil and Body;1970;1JBem9yNvvGHwEb5N0LdNs;4;0.541;0.358;0.527;0.00409;0;;0.157;741960;https://p.scdn.co/mp3-preview/db06665006ff26e267347657088c6f74d032fc19?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Los Diablos;Un Rayo De Sol;1970;0bi1fp0S8YDaTGajzrBvRQ;39;0.769;0.628;0.477;0.0268;0;;0.845;212386;;Pop;Spanish
Los Gemelos del Sur;Igual que yo;1970;6cUQcdFuyRfZmIk51zDtxp;0;0.366;0.513;0.643;0;0;;0.874;144867;https://p.scdn.co/mp3-preview/17713de30c2d6e9a85a36abc8a87c6d8233bf905?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Gritos;Yo en mi casa y ella en el bar;1970;0YWioUNt1xv5zZxG0uyfoc;6;0.122;0.678;0.715;0;1;;0.598;150240;https://p.scdn.co/mp3-preview/82df6e1df519414584c610d8d6d32cea8c1ad132?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
