artist;title;year;id;genre;language
Lone Star;Old Man River;1976;3s7WEYchbHSn9XKEoj3fO5;Rock;Spanish
Lorenzo Santamaría;Si tú fueras mi mujer;1976;6VOBbbjmvnsfcMzwW5r3Kj;Pop;Spanish
Los Puntos;El sur;1976;4jZhB0Jdeho5YUIlv7exsb;Pop;Spanish
Los Puntos;Tierra cristiana;1976;23TajGr2QJAff48UMiywtY;Pop;Spanish
María Ostiz;Canta cigarra;1976;3ybgFSt4EE3pwTwIHOfLex;Singer/Songwriter;Spanish
Maya;Luna llena estival;1976;5m0AbT45Z0vsQjfPTtzoyw;Pop;Spanish
Miguel Gallardo;¿Y tú dónde estás?;1976;08HLqWnkt6KL7XFFEfaQpO;Pop;Spanish
Miguel Gallardo;Otro ocupa mi lugar;1976;2i7oFlgafYTgri8LvGueYt;Pop;Spanish
Miguel Ríos;Entre árboles y aviones;1976;27jW64dOkX09IU9FzNKhRH;Pop;Spanish
Miguel Ríos;La blanca oscuridad;1976;0Issq7Hqf0MOqePzWAdLIt;Pop;Spanish
Pablo Abraira;O Tu, O Nada;1976;0bSVjtueIZ2ErR2XV190Dk;Pop;Spanish
Paco de Lucía;Río Ancho;1976;66xDnNusBL5xRfT12jkGUy;Flamenco;Instrumental
Sandro Giacobbe;El Jardin Prohibido;1976;3xec1BelrzOd6v0o8HRd2l;Pop;Spanish
Santana;Europa (Earth´s cry, heaven´s smile);1976;5Yp3e8RcjYevBTZYJ7OD7s;Rock;Instrumental
Silver Convention;Fly, Robin, Fly;1976;4Wr14AISsCuBGdkA6rids4;Disco;English
Tony Landa;Adiós;1976;7ymEjt7SzFozacDA4pYR6V;Pop;Spanish
Azahar;¿Qué malo hay, señor juez?;1977;4t6Ug0GrEIanIJvKefZtr9;Rock;Spanish
Baccara;Sorry, I'm a lady;1977;7DCcFDKX4yKeFlgkphNXUV;Disco;English
Baccara;Yes sir, I can boogie;1977;76709jfVPvKWp7ChPQjCk7;Disco;English
Boney M;Daddy Cool;1977;3WMbD1OyfKuwWDWMNbPQ4g;Disco;English
Boney M;Ma Baker;1977;4wr2LEc4Inxv0M1Fch9uVj;Disco;English
Camilo Sesto;Y... no;1977;5bfhOIXyFNgpDRYbOly656;Pop;Spanish
Chicago;If You Leave Me Now;1977;0KMGxYKeUzK9wc5DZCt3HT;Pop;Spanish
Elton John;Don't Go Breaking My Heart;1977;5nPdMALTEd7HOjn16oNf2X;Pop;Spanish
Hilario Camacho;Arquitecto de sueños;1977;0PGBtov5lPCzcA3QLgIZ8O;Singer/Songwriter;Spanish
Iceberg;Sentiments;1977;1CRneU996m55u7RemoAcIp;Rock;Instrumental
Jean-Michel Jarre;Oxygene Part IV;1977;3pvF0sjjR6F9TnW8dUvvPa;Electronic;Instrumental
Joan Manuel Serrat;Res No Es Mesqui;1977;0SjvZVGZXZke0gASVWE5mI;Singer/Songwriter;Catalan
Las Grecas;Tic-Tac;1977;5PUgfgCmEp8ziYgjA4PFT6;Rumba;Spanish
Lole y Manuel;Romero verde;1977;6QKzeIODqc0kcdRdrD7qyE;Flamenco;Spanish
Lone Star;No será...?;1977;1mWb6A5vVYGSAE0VnNxz1u;Rock;Spanish
Lone Star;Punta d'alba;1977;1w0YrCovL53m5AFXdqOd3K;Rock;Catalan
Lone Star;Quien No Anda No Se Mueve;1977;6IVPOY7qk5KS2OZqy9KIGx;Rock;Spanish
Lorenzo Santamaría;Te daré mi vida;1977;0kXLExCkMcgBDVJWu24p83;Pop;Spanish
Miguel Bose;Linda;1977;5xUq5PLTPA7CTlAXihrxSD;Pop;Spanish
Miguel Ríos;Al-Andalus;1977;08gCetaXqErItwcVbpQP6g;Rock;Spanish
Mocedades;Si yo no fuera fiel;1977;4aiyO1jTxRMCwQlaysIzXX;Pop;Spanish
Oliver Onions;Sandokan;1977;3MeMQ11TTq4IPEnw6CFVoG;Rock;Italian
Pablo Abraira;Gavilán o paloma;1977;43wyXbukLasmkQGkquqMHs;Pop;Spanish
Paloma San Basilio;Contigo;1977;6q2R7dKKStHfcduaFjioIM;Pop;Spanish
Pep Laguarda & Tapinería;Caseta del Plater;1977;13GJxA2L73BqqD987ZwkuB;Singer/Songwriter;Catalan
Rafaella Carrá;Fiesta;1977;6HsHxC2fodTup07rS0OUBS;Pop;Spanish
The Manhattan Transfer;Cuentame (Speak Up Mambo);1977;6TxEkOU9Sqa1uI736FiCbC;Pop;Spanish
The Ritchie Family;The Best Disco In Town;1977;79eNiy8GqOx646aVCNtPd1;Disco;English
Triana;Sr. Troncoso;1977;6OvM9WHSWfHsXEWBBDcQ0r;Rock;Spanish
Veneno;Los delincuentes;1977;3nPaZUiwdLuapNtk8TX2bW;Pop;Spanish
Asfalto;Capitán Trueno;1978;0KFXsK8SdGsUoRyHViyJG0;Rock;Spanish
Asfalto;Días de Escuela;1978;5RysTXaBv4Fm6Rhue9hW6i;Rock;Spanish
Asfalto;Mujer de Plástico;1978;49xw10kV41Go8nbKH9ePyw;Rock;Spanish
Baccara;Parlez-vous français;1978;5Jdagapk8O0PE29Y06uwu3;Disco;French
Bee Gees;Night Fever;1978;4t2euPkyLUs5n5j1HDZ2Tr;Disco;English
Bee Gees;Stayin' Alive;1978;6RnUnWRyGfhvUc0DnQPFDW;Disco;English
Boney M;Rivers Of Babylon;1978;78His8pbKjbDQF7aX5asgv;Disco;English
Bonnie Tyler;It’s a heartache;1978;2pag2vElkdroT8hIO4Gozi;Pop;English
Camilo Sesto;Vivir así es morir de amor;1978;3yzHIAzk3zVE1WgspS8W21;Pop;Spanish
Cucharada;Social peligrosidad;1978;1yW9YAe7Eh4SwLrhcoC7CJ;Rock;Spanish
Daniel Magal;Cara De Gitana;1978;6ZcL1hCAnEgz3MxP3xdFYe;Pop;Spanish
Dolores;¿Por dónde caminas?;1978;4FaCoaG0o4e0hnWS1n3kwm;Jazz;Spanish
Elsa Baeza;Credo;1978;774jlqXMzJLypN0BqxARRs;Pop;Spanish
Gato Pérez;Rumba De Barcelona;1978;37enJgsRqIrhOlEFniMd7j;Rumba;Catalan
Granada;Himno del sapo;1978;2yiDfDnmh6bcskcMAF28zy;Rock;Instrumental
Granada;No sé si debo;1978;7uEUDYrZk4dDhDNCewJaPO;Rock;Instrumental
Guadalquivir;Baila gitana;1978;0FUF7jrGVwJ1ys7qoYAYru;Rock;Instrumental
Iceberg;Histories;1978;63BZqt0YPGqe0aDCS0duo2;Rock;Instrumental
John Travolta;You're the One That I Want;1978;1pj3RzpA5AoXkZln0NockI;Pop;Spanish
Kaka de Luxe;Rosario;1978;62AtAeDa8bw8dizlPsnhre;Rock;Spanish
La Banda Trapera del Río;La regla;1978;4U5qT2UzvyYIS2vBBqj41f;Rock;Spanish
Las Grecas;Mentira y nada más;1978;5aNToekomY4zx1RdUYH0Vw;Rumba;Spanish
Leño;Este Madrid;1978;4xov07mNpKLBmpcghArTeZ;Rock;Spanish
Mari Trini;Palabras;1978;2MUzECwr2HJJBBJ0j9Fs39;Pop;Spanish
Matia Bazar;Sólo tu;1978;6GNdrnDA5gEa1ImiS30kvl;Canción italiana;Italian
Paloma San Basilio;Beso a beso... dulcemente;1978;7tP6tGGtMOBE81GoRRObcU;Pop;Spanish
Pilocha;A fiandeira;1978;6aHC5iPEPKYiTqqN8ysoBh;Folk;Galician
Raphael;Se me olvidó que te olvidé;1978;65rJXTgSlf8YFa2IyYxZ0d;Pop;Spanish
Richard Clayderman;Ballade Pour Adeline;1978;3kK2DCW85mxXaFeL0wCvRc;Pop;Instrumental
Rocio Durcal;Me gustas mucho;1978;2i7SlECYIAsT72FpLUU1Uj;Pop;Spanish
Teclados Fritos;Max boy;1978;5D8oBREYRETVFXWVW5tqiX;Pop;Spanish
Tequila;Rock And Roll en la Plaza del Pueblo;1978;5fCYRuYxc1ox7yWKcKD6tf;Rock;Spanish
Umberto Tozzi;Tu;1978;0ZZsGEpFws0EDn7Kos1U2z;Canción italiana;Italian
Abba;Chiquitita;1979;5j7T9ThNlDKXxTMX2pGcns;Pop;English
Alameda;Aires de la alameda;1979;4QnyrN4lJjLnadwT32BVy5;Rock;Spanish
Alameda;Amanecer en el puerto;1979;11pIWWZMpMfjg87i8J4kji;Rock;Spanish
Albatros;De vuelta a casa;1979;3ZwzUfvfA0dN7gXLWAOSYF;Pop;Spanish
Ana Belen;Agapimu;1979;1PseJZ9Iay7mpeonyxPBn3;Pop;Spanish
Anita Ward;Ring My Bell;1979;7GK2KVYH8FrTC9zehmjVMd;Disco;English
Asfalto;La otra María;1979;2f6indoDRXjY5yBylS0ltG;Rock;Spanish
Asfalto;Señor violento;1979;5vrZr9xgpJBMz729OzeM4x;Rock;Spanish
Azabache;Cuidado con la Marisol;1979;5knuU9Cg4NYaT7eXjOvUmd;Rock;Spanish
Azabache;Los días sin sol;1979;2rVeDC081cK4WNyXE7Ppbn;Rock;Spanish
Azahar;Expreso a Ketama;1979;2lqmAqEkQEy0s6PygLYWgM;Rock;Instrumental
Azahar;La naranja y el limón;1979;20ibFqk6y13WjrQvXIhpIC;Rock;Spanish
Azahar;Noche de primavera;1979;5NYdKVWicVPsioA1ZVDhT8;Rock;Spanish
Baccara;For you;1979;4LShqMFj6FMIN9DRoMfsus;Pop;English
Bee Gees;Too Much Heaven;1979;5wLXJJXY2A2FTwGhbTPeDe;Pop;English
Bee Gees;Tragedy;1979;04waBn6uK4Af8udH2KqQri;Disco;English
Bruno Lomas;Hielo;1979;4T8wuDrvOIsLGevbBVsxoh;Rock;Spanish
Burning;¿Qué hace una chica como tú en un sitio como éste?;1979;0BGDAQTx3ziiJVjqGYYlzT;Rock;Spanish
Chicoten;Albada de Beceite;1979;1Hyo3Q2zhFv1wiHz3DX6PJ;Folk;Instrumental
Electric Light Orchestra;Shine a Little Love;1979;5X6HkkTe8mUwkHo3Lccr6E;Disco;English
Gato Pérez;El Ventilador;1979;00PHPQrg6W15TWsPfDHI9J;Rumba;Spanish
Hermanas Goggi;Estoy bailando;1979;2m6VbKaNRPP7O770J7MDUK;Disco;Spanish
Jose Luis Perales;Un velero llamado libertad;1979;2FK8IGrO9b0QhBiSqXdT0n;Pop;Spanish
Jose Luis Perales;Me Llamas;1979;0M7bZAXtbC10cnZKNeNpJr;Pop;Spanish
La Banda Trapera del Río;Ciutat Podrida;1979;0kfESCw4TVANqJurzkhffm;Rock;Catalan
Leif Garrett;I was made for dancin’;1979;3kovBaZ1LGLH1PL31qG7cL;Disco;English
Leño;El Tren;1979;4MyM4n3kLdnWtgkjxnjfhC;Rock;Spanish
Lone Star;Tierra salvaje;1979;6g7A7zblajfTllkhE5X266;Rock;Spanish
Lorenzo Santamaría;Inmenso;1979;7xKaY6qUm6dr9k2yrqmfq0;Pop;Spanish
Mediterráneo;No, no, no;1979;1xpfeYbWNeMqAGalLh0aj8;Rock;Spanish
Mediterráneo;Tabarca;1979;4ib36o2Tz6ttkXD1MpPQS8;Rock;Spanish
Mezquita;Desde que somos dos;1979;5RFWrBjeYERtZz2SUnLgm9;Rock;Instrumental
Mezquita;Recuerdos de mi tierra;1979;361ljdesuhAU99W0U4L78W;Rock;Instrumental
Miguel Bose;Super superman;1979;4da3nnmnvOGrAkx5nE4CHs;Pop;English
Miguel Ríos;Los viejos rockeros nunca mueren;1979;1ix2AD4POQaqtl0RQ6lh5y;Pop;Spanish
Pablo Abraira;¿Quién tiene un duro de amor?;1979;4njSZUuTDultftS5K7TMQI;Pop;Spanish
Patrick Hernandez;Born To Be Alive;1979;3XIEWK1V9n25PS9Vb6axj5;Disco;English
Peaches & Herb;Reunited;1979;2WM3eT5M6UNxD3FoXSw907;Soul;English
Pedro Marin;Que No;1979;3wTAe1MXeWyq1aUlj82y83;Pop;Spanish
Pilocha;Nenos orfos;1979;7KYcxtK5vw1oaO4WbO43qG;Folk;Galician
Roberto Carlos;Lady Laura;1979;62jCTfsRtOmuuUY3HiZiRJ;Pop;Spanish
Rod Stewart;Da Ya Think I'm Sexy?;1979;4z7maGZkAonDlXlwo8q69f;Pop;English
Sissi;Ya soy un hombre;1979;1RcFar1Laov9Kxe9ly11Pr;Pop;Spanish
Tequila;Me Vuelvo Loco;1979;3sQtyO2P7q9qfkXCGVtAUp;Rock;Spanish
Triana;Quiero contarte;1979;1ssX493zzh9oDpyqP5lJaC;Rock;Spanish
Umberto Tozzi;Gloria;1979;4wMGxH3cJ8oDr6lG3bBrGL;Canción italiana;Spanish
Victor Manuel;Solo Pienso En Ti;1979;49fP0Q3yu4zE3UjCZEFlJN;Singer/Songwriter;Spanish
Angela Carrasco;Si tu eres mi hombre y yo tu mujer;1980;74YR3QbbYKetA9kAoAu0cJ;Pop;Spanish
Barbra Streisand;Woman In Love;1980;2m5xo4HEFHgOQpqqrxCS5u;Pop;English
Bob Dylan;Man Gave Names To All The Animals;1980;3inMVgPAllnj2ej6toS3dW;Folk;English
Buggles;Video Killed The Radio Star;1980;6iwOCZFBlw3Xjj0fuO3sI6;Pop;English
Francis Cabrel;La Quiero A Morir;1980;0AzP1kDLhmQGBQXTEt25Cw;Pop;Spanish
Goombay Dance Band;Sun Of Jamaica;1980;5apwlmvQphkCJbHnMGUP2t;Disco;English
Ivan;Sin Amor;1980;7utjtFkzOjbhRRbABrJEYd;Disco;Spanish
Julio Iglesias;Hey!;1980;5LWE4uSivMvadEwVMURiqb;Pop;Spanish
Lipps Inc;Funky Town;1980;7723JnKU2R15Iv4T7OJrly;Disco;English
Miguel Bose;Don diablo;1980;0imrhMFOWQ9XYDCnLfecYV;Pop;Spanish
Miguel Bose;Morir De Amor;1980;1SHwaYmCN3v6qgpFidqZ1S;Pop;Spanish
Orquesta Mondragon;Viaje con nosotros;1980;5vARJfhGjO2GMJ0cwufAmG;Pop;Spanish
Pecos;Hablame De Ti;1980;01YpArJvGEppn5YmuZ4Ytq;Pop;Spanish
Sugarhill gang;Rapper´s delight;1980;0tm6gsXe0LSm9zeSspyMQu;Disco;English
The Police;Message In A Bottle;1980;3bN4tg6rnNPy9GCkGhym4T;Pop;English
Ana Belen;Que Sera;1981;5oVGv4jgsgA3yBHStvzp0r;Pop;Spanish
Electric Light Orchestra;Hold On Tight;1981;6yBbmHFTxihIDFAerzDMGi;Pop;English
Gilbert O´Sullivan;What’s in a kiss;1981;5xqfKQIznqxhb2WurQZHID;Pop;English
Ivan;Te Quiero Tanto;1981;0mdbrGj4IrGwZeAUwUJLPl;Pop;Spanish
John Lennon;(Just Like) Starting Over;1981;5y0YreEOnQiKFAnCrcFIXz;Pop;English
Jose Luis Perales;Te quiero;1981;2Op4UmNP8F9zNdK04xGvVh;Pop;Spanish
Julio Iglesias;De Niña A Mujer;1981;5s5pMhkntoXPucFBoXMHWA;Pop;Spanish
Kim Carnes;Bette Davis eyes;1981;0odIT9B9BvOCnXfS0e4lB5;Pop;English
Maria Jesus y su acordeon;El baile de los pajaritos;1981;1EA3Bs174OvPIu49qj14pu;Pop;Spanish
Miguel Bose;Marchate Ya / Mas Alla;1981;3jwf263tfbh13jmpcPAxCt;Pop;Spanish
Orquesta Mondragon;Caperucita Feroz;1981;6lgZD6qGSg59cNHZMtIPv2;Pop;Spanish
Ottawan;Hands Up;1981;1Zyf8B3ChljGWYFJG6vfNW;Pop;English
Pino D’Angio;Ma Quale Idea;1981;4SACGhs89thPJCJD3bWyXZ;Disco;Italian
Queen;Another One Bites The Dust;1981;5vdp5UmvTsnMEMESIF2Ym7;Rock;English
Robert Palmer;Johnny & Mary;1981;4OwMnNi3kC2DEIrxMTHc3M;Pop;English
Stars On 45;Stars On 45;1981;0XnU9iGYwmiWhwbZ2BjzsN;Disco;English
The Korgis;Everybody´s got to learn sometime;1981;3aXuXjIXG5B2jtlsWKLd1l;Pop;English
Victor Manuel;Ay, amor;1981;7ALVwclSnc6QDa0h08IrMM;Pop;Spanish
Al Bano Y Romina Power;Sharazan;1982;05gw2s0xbOTRQcD2AYGUUd;Canción italiana;Italian
Alan Parsons Project;Eye In The Sky;1982;39qYD4J4BKvZMQgxfXl5bv;Rock;English
Alaska y Los Pegamoides;Bailando;1982;0OteyYh6inrfcil1XGwC3r;Pop;Spanish
F.R. David;Words;1982;1HPJOoIVdUPuaebxzMrVaD;Pop;English
Imagination;Just An Illusion;1982;4QT3YKobBj4BI7xCYRLr9u;Disco;English
Jose Luis Perales;Y como es el;1982;7rm6kcMbUZNMzkELONGaVY;Pop;Spanish
Julio Iglesias;No Me Vuelvo A Enamorar;1982;54hvkp2LOnENWNqoeNWHP6;Pop;Spanish
Mecano;Me Cole En Una Fiesta;1982;7zteNrLJJwjGa8e2IodVOp;Pop;Spanish
Miguel Rios;Bienvenidos;1982;3PeeZSxtOnmljpHVaWEb1O;Pop;Spanish
Mocedades;Amor De Hombre;1982;5KwijXdF7LhoZ6PyezS26b;Pop;Spanish
Nikka Costa;On My Own;1982;30H6RVok6mVgXDTr4lHzDI;Pop;English
Paloma San Basilio;Juntos;1982;7jK3BKP4SDY3MGHKgbGcp9;Pop;Spanish
Ricchi E Poveri;Sera Porque Te Amo;1982;04Xdk7F9HgyHBcAwO7KE3F;Canción italiana;Spanish
Steve Miller Band;Abracadabra;1982;2E2ZVy2fxslpAUgbb4zu84;Pop;English
Azul Y Negro;No Tengo Tiempo;1983;25xxmsurS2Gi7EKooi5Y1R;Pop;Spanish
Culture club;Karma chameleon;1983;2wSAWEYUHkt92X4SBAPqZE;Pop;English
Daryl Hall & John Oates;Maneater;1983;4aKIs5t9TqP59btlCGPrgw;Pop;English
Gary Low;You Are A Danger;1983;2a1cUvC0Df5Syc3BJJgWap;Disco;English
Gazebo;I Like Chopin;1983;2FHnN5ELL83TGbtXMDzoiJ;Disco;English
Irene Cara;What a feeling!;1983;0aAR5HogGoT68EWFbyRFqx;Pop;English
Mecano;Barco A Venus;1983;1yFUf1hUUE7VkabO34s5lR;Pop;Spanish
Michael Jackson;Billie Jean;1983;5ChkMS8OtdzJeqyybCc9R5;Disco;English
Mike Oldfield;Moonlight Shadow;1983;5Jc21xaya2MrHp2KOetrBq;Pop;English
Musical Youth;Pass The Dutchie;1983;43L7sXzJLKnto5PpKLf28r;Pop;English
Rod Stewart;Baby Jane;1983;2wPycOabj69Q2qMYWuU4P4;Pop;English
Ryan Paris;Dolce Vita;1983;6dOwPxMWx6CKWi7zBIevEq;Disco;English
Tino Casal;Embrujada;1983;7dubOXbOZQvqy15V0k2qc4;Disco;Spanish
Alaska Y Dinarama;¿Como Pudiste Hacerme Esto A Mi?;1984;6L3rEi9FdKAuwCz1DiWkIk;Disco;Spanish
Break machine;Street dance;1984;5yctgHEwE6tdKM3Y12hcVf;Disco;English
Evelyn Thomas;High energy;1984;2O3JCRH7IvUUbzbxEvoVAi;Disco;English
Frankie Goes To Hollywood;Relax;1984;3MIVb9pn5cDSdK7yNDsMU1;Pop;English
Gary Low;La Colegiala;1984;2J4ReM7NFthWBgkuQqaiXa;Disco;Spanish
Jose Luis Perales;Tentacion;1984;3yeyYSM42bYnMn7x2OoJtU;Pop;Spanish
La Union;Lobo-Hombre En Paris;1984;3M1H1CWjrSq7nxABHc8EXv;Pop;Spanish
Lionel Richie;All Night Long (All Night);1984;4czNORk5MjW5WOn98bki32;Pop;English
Michael Jackson;Thriller;1984;1D9KEXIrlmPUkMTdYzqgX4;Disco;English
Pimpinela;Olvidame y pega la vuelta;1984;4FdwRmlzP5KGM7OewGBYiu;Pop;Spanish
Rockwell;Somebody’s watching me;1984;6A4Jc8npNo79BOgsrPptLA;Pop;English
Stevie Wonder;I Just Called To Say I Love You;1984;0Oii8bI6O1ZlhBrOrtJ5GF;Pop;English
Tino Casal;Panico en el eden;1984;0MC06kj9IatnkQoToqcjXF;Pop;Spanish
Alaska Y Dinarama;Ni Tu Ni Nadie;1985;7LpS82vPDLgZAHWRtWBBRj;Pop;Spanish
Baltimora;Tarzan Boy;1985;273uCXd7NPrInaiNqtkOrA;Pop;English
Ivan;Baila;1985;6SOnnmnoMHhnea5SQj5cgl;Pop;Spanish
Madonna;Into The Groove;1985;2m0M7YqCy4lXfedh18qd8N;Pop;English
Miguel Bose;Amante Bandido;1985;1wJneaMg40pI9qxGXPxG9X;Pop;English
Murray Head;One night in Bangkok;1985;1xgqGXZW1udHCjuwjeRDVO;Pop;English
Opus;Live Is Life;1985;7hkOgKKybgawYUcrkZD3wV;Pop;English
Ray Parker Jr;Ghostbusters;1985;300zfRaCgTmEm5Eqe3HqZZ;Pop;English
Stevie Wonder;Part-Time Lover;1985;0ErrsvDylBWZeAUYbqLllv;Pop;English
Tina Turner;We don´t need another hero;1985;1qyJ6XpMHdsJD8pkiA7Qww;Pop;English
Usa For Africa;We Are The World;1985;3Z2tPWiNiIpg8UMMoowHIk;Pop;English
